id_lectura,sensor_id,humedad_suelo,temperatura_suelo,conductividad_electrica,timestamp
3907,20,46.15,20.8,1.017,2026-01-06 12:00:00
3908,20,49.85,20.9,1.047,2026-01-06 18:00:00
3909,23,41.49,16.7,1.04,2026-01-06 00:00:00
3910,23,40.71,18.7,1.063,2026-01-06 06:00:00
3911,23,38.25,22.0,1.08,2026-01-06 12:00:00
3912,23,40.71,20.0,1.023,2026-01-06 18:00:00
3913,25,21.07,18.7,0.902,2026-01-06 00:00:00
3914,25,17.83,19.9,0.985,2026-01-06 06:00:00
3915,25,16.76,21.6,0.87,2026-01-06 12:00:00
3916,25,18.01,21.8,0.832,2026-01-06 18:00:00
3917,29,59.01,17.9,1.153,2026-01-06 00:00:00
3918,29,58.1,19.3,1.233,2026-01-06 06:00:00
3919,29,54.41,22.2,1.129,2026-01-06 12:00:00
3920,29,56.33,21.6,1.138,2026-01-06 18:00:00
3921,1,42.05,15.1,0.997,2026-01-07 00:00:00
3922,1,38.28,16.4,1.046,2026-01-07 06:00:00
3923,1,36.63,21.4,1.115,2026-01-07 12:00:00
3924,1,39.58,19.9,1.112,2026-01-07 18:00:00
3925,5,49.77,16.1,1.103,2026-01-07 00:00:00
3926,5,48.84,17.2,1.032,2026-01-07 06:00:00
3927,5,47.11,20.2,1.093,2026-01-07 12:00:00
3928,5,50.05,18.3,1.086,2026-01-07 18:00:00
3929,7,55.56,15.9,1.188,2026-01-07 00:00:00
3930,7,54.11,17.4,1.223,2026-01-07 06:00:00
3931,7,52.44,21.3,1.198,2026-01-07 12:00:00
3932,7,55.82,19.2,1.167,2026-01-07 18:00:00
3933,10,44.3,15.0,1.014,2026-01-07 00:00:00
3934,10,43.9,16.5,1.118,2026-01-07 06:00:00
3935,10,41.99,19.3,1.012,2026-01-07 12:00:00
3936,10,45.04,18.3,1.13,2026-01-07 18:00:00
3937,13,15.98,16.3,0.921,2026-01-07 00:00:00
3938,13,13.66,17.2,0.853,2026-01-07 06:00:00
3939,13,12.41,20.8,0.847,2026-01-07 12:00:00
3940,13,16.54,19.8,0.958,2026-01-07 18:00:00
3941,17,55.48,15.4,1.131,2026-01-07 00:00:00
3942,17,54.14,17.3,1.158,2026-01-07 06:00:00
3943,17,53.35,19.8,1.14,2026-01-07 12:00:00
3944,17,54.39,18.3,1.105,2026-01-07 18:00:00
3945,20,50.0,17.6,1.122,2026-01-07 00:00:00
3946,20,48.07,19.0,1.101,2026-01-07 06:00:00
3947,20,46.83,21.1,1.14,2026-01-07 12:00:00
3948,20,49.73,20.4,1.073,2026-01-07 18:00:00
3949,23,43.3,16.1,1.067,2026-01-07 00:00:00
3950,23,40.98,18.5,1.026,2026-01-07 06:00:00
3951,23,40.22,21.1,1.091,2026-01-07 12:00:00
3952,23,43.48,19.4,1.075,2026-01-07 18:00:00
3953,25,19.66,17.3,0.975,2026-01-07 00:00:00
3954,25,16.53,19.0,0.96,2026-01-07 06:00:00
3955,25,15.84,22.3,0.939,2026-01-07 12:00:00
3956,25,17.95,20.6,0.921,2026-01-07 18:00:00
3957,29,56.28,16.0,1.123,2026-01-07 00:00:00
3958,29,54.79,17.8,1.115,2026-01-07 06:00:00
3959,29,52.93,21.0,1.162,2026-01-07 12:00:00
3960,29,54.94,18.8,1.107,2026-01-07 18:00:00
3961,1,41.95,18.9,0.978,2026-01-08 00:00:00
3962,1,38.92,20.2,0.991,2026-01-08 06:00:00
3963,1,36.55,23.2,1.043,2026-01-08 12:00:00
3964,1,39.24,22.0,1.037,2026-01-08 18:00:00
3965,5,51.58,19.4,1.091,2026-01-08 00:00:00
3966,5,50.2,21.4,1.035,2026-01-08 06:00:00
3967,5,48.18,24.8,1.124,2026-01-08 12:00:00
3968,5,51.19,22.4,1.169,2026-01-08 18:00:00
3969,7,55.16,18.1,1.19,2026-01-08 00:00:00
3970,7,53.6,20.2,1.057,2026-01-08 06:00:00
3971,7,52.36,23.9,1.122,2026-01-08 12:00:00
3972,7,55.44,22.7,1.118,2026-01-08 18:00:00
3973,10,45.27,20.0,1.058,2026-01-08 00:00:00
3974,10,44.86,21.3,0.972,2026-01-08 06:00:00
3975,10,40.37,26.0,1.115,2026-01-08 12:00:00
3976,10,43.92,23.9,1.077,2026-01-08 18:00:00
3977,13,15.36,20.5,0.89,2026-01-08 00:00:00
3978,13,15.68,21.5,0.887,2026-01-08 06:00:00
3979,13,12.75,24.5,0.868,2026-01-08 12:00:00
3980,13,16.48,23.3,0.969,2026-01-08 18:00:00
3981,17,58.17,20.5,1.142,2026-01-08 00:00:00
3982,17,56.68,21.4,1.069,2026-01-08 06:00:00
3983,17,52.98,25.0,1.193,2026-01-08 12:00:00
3984,17,57.71,23.1,1.177,2026-01-08 18:00:00
3985,20,52.05,19.6,1.117,2026-01-08 00:00:00
3986,20,50.51,21.7,1.061,2026-01-08 06:00:00
3987,20,45.6,23.9,1.128,2026-01-08 12:00:00
3988,20,48.8,22.6,1.076,2026-01-08 18:00:00
3989,23,44.42,19.6,1.08,2026-01-08 00:00:00
3990,23,42.41,20.3,1.058,2026-01-08 06:00:00
3991,23,40.57,24.9,1.118,2026-01-08 12:00:00
3992,23,42.07,23.0,0.942,2026-01-08 18:00:00
3993,25,19.37,20.0,0.889,2026-01-08 00:00:00
3994,25,18.56,21.7,0.896,2026-01-08 06:00:00
3995,25,15.8,24.6,0.882,2026-01-08 12:00:00
3996,25,19.02,22.9,0.932,2026-01-08 18:00:00
3997,29,57.47,21.1,1.142,2026-01-08 00:00:00
3998,29,55.41,20.8,1.172,2026-01-08 06:00:00
3999,29,54.87,25.7,1.163,2026-01-08 12:00:00
4000,29,56.73,23.7,1.144,2026-01-08 18:00:00
4001,1,39.56,10.7,1.004,2026-01-09 00:00:00
4002,1,38.32,11.7,0.978,2026-01-09 06:00:00
4003,1,35.77,15.8,1.044,2026-01-09 12:00:00
4004,1,39.23,13.4,1.061,2026-01-09 18:00:00
4005,5,51.96,11.2,1.111,2026-01-09 00:00:00
4006,5,51.2,12.4,1.032,2026-01-09 06:00:00
4007,5,47.52,15.4,1.177,2026-01-09 12:00:00
4008,5,50.43,14.0,1.076,2026-01-09 18:00:00
4009,7,55.95,11.5,1.14,2026-01-09 00:00:00
4010,7,54.63,11.8,1.104,2026-01-09 06:00:00
4011,7,54.43,14.2,1.198,2026-01-09 12:00:00
4012,7,55.76,13.7,1.23,2026-01-09 18:00:00
4013,10,44.92,9.9,1.071,2026-01-09 00:00:00
4014,10,43.93,10.7,1.093,2026-01-09 06:00:00
4015,10,42.6,14.7,1.147,2026-01-09 12:00:00
4016,10,44.55,12.4,1.098,2026-01-09 18:00:00
4017,13,14.95,8.9,0.892,2026-01-09 00:00:00
4018,13,15.33,11.2,0.898,2026-01-09 06:00:00
4019,13,14.03,14.1,0.877,2026-01-09 12:00:00
4020,13,12.87,12.4,0.92,2026-01-09 18:00:00
4021,17,56.02,11.5,1.022,2026-01-09 00:00:00
4022,17,53.88,12.9,1.076,2026-01-09 06:00:00
4023,17,51.48,15.5,0.98,2026-01-09 12:00:00
4024,17,55.0,14.5,1.21,2026-01-09 18:00:00
4025,20,52.07,11.2,1.168,2026-01-09 00:00:00
4026,20,49.55,11.5,1.094,2026-01-09 06:00:00
4027,20,47.96,14.9,1.021,2026-01-09 12:00:00
4028,20,50.65,13.8,1.096,2026-01-09 18:00:00
4029,23,39.27,9.9,1.078,2026-01-09 00:00:00
4030,23,39.24,11.2,0.979,2026-01-09 06:00:00
4031,23,36.22,14.4,1.031,2026-01-09 12:00:00
4032,23,40.62,12.8,0.992,2026-01-09 18:00:00
4033,25,20.22,10.0,0.841,2026-01-09 00:00:00
4034,25,19.42,11.3,0.925,2026-01-09 06:00:00
4035,25,16.14,14.7,0.873,2026-01-09 12:00:00
4036,25,19.28,13.0,0.839,2026-01-09 18:00:00
4037,29,53.94,11.3,1.129,2026-01-09 00:00:00
4038,29,54.0,13.9,1.144,2026-01-09 06:00:00
4039,29,51.74,16.3,1.185,2026-01-09 12:00:00
4040,29,55.1,14.7,1.132,2026-01-09 18:00:00
4041,1,40.02,19.6,1.019,2026-01-10 00:00:00
4042,1,37.15,19.6,1.025,2026-01-10 06:00:00
4043,1,36.04,23.8,1.08,2026-01-10 12:00:00
4044,1,38.61,22.7,1.026,2026-01-10 18:00:00
4045,5,50.45,19.5,1.103,2026-01-10 00:00:00
4046,5,45.86,20.5,0.977,2026-01-10 06:00:00
4047,5,46.04,22.5,1.161,2026-01-10 12:00:00
4048,5,49.35,22.0,1.167,2026-01-10 18:00:00
4049,7,55.88,19.8,1.132,2026-01-10 00:00:00
4050,7,53.97,20.5,1.126,2026-01-10 06:00:00
4051,7,54.74,23.9,1.069,2026-01-10 12:00:00
4052,7,54.44,22.9,1.123,2026-01-10 18:00:00
4053,10,46.07,18.5,1.035,2026-01-10 00:00:00
4054,10,45.12,19.1,1.111,2026-01-10 06:00:00
4055,10,42.56,22.8,1.0,2026-01-10 12:00:00
4056,10,43.65,21.7,1.089,2026-01-10 18:00:00
4057,13,15.21,20.1,1.012,2026-01-10 00:00:00
4058,13,14.78,19.9,0.872,2026-01-10 06:00:00
4059,13,14.27,24.2,0.952,2026-01-10 12:00:00
4060,13,14.26,22.6,0.875,2026-01-10 18:00:00
4061,17,57.09,20.6,1.062,2026-01-10 00:00:00
4062,17,55.62,21.3,1.085,2026-01-10 06:00:00
4063,17,53.94,23.9,1.075,2026-01-10 12:00:00
4064,17,56.88,22.9,1.117,2026-01-10 18:00:00
4065,20,50.07,18.7,1.058,2026-01-10 00:00:00
4066,20,49.4,20.1,1.112,2026-01-10 06:00:00
4067,20,45.88,24.0,1.071,2026-01-10 12:00:00
4068,20,49.38,22.5,0.991,2026-01-10 18:00:00
4069,23,41.13,17.7,1.049,2026-01-10 00:00:00
4070,23,39.94,18.7,1.057,2026-01-10 06:00:00
4071,23,37.42,21.9,0.969,2026-01-10 12:00:00
4072,23,41.1,21.2,1.098,2026-01-10 18:00:00
4073,25,19.94,18.4,0.946,2026-01-10 00:00:00
4074,25,18.6,20.1,0.947,2026-01-10 06:00:00
4075,25,16.25,23.3,0.882,2026-01-10 12:00:00
4076,25,20.25,21.9,0.929,2026-01-10 18:00:00
4077,29,58.43,18.3,1.119,2026-01-10 00:00:00
4078,29,55.39,19.0,1.21,2026-01-10 06:00:00
4079,29,54.14,22.9,1.211,2026-01-10 12:00:00
4080,29,55.06,21.6,1.158,2026-01-10 18:00:00
4081,1,38.97,20.0,1.044,2026-01-11 00:00:00
4082,1,37.77,21.5,1.063,2026-01-11 06:00:00
4083,1,36.71,25.2,0.975,2026-01-11 12:00:00
4084,1,39.52,22.9,0.99,2026-01-11 18:00:00
4085,5,51.15,19.9,1.051,2026-01-11 00:00:00
4086,5,48.41,20.7,1.094,2026-01-11 06:00:00
4087,5,47.41,24.6,1.074,2026-01-11 12:00:00
4088,5,50.35,22.7,1.193,2026-01-11 18:00:00
4089,7,55.1,19.1,1.058,2026-01-11 00:00:00
4090,7,52.98,20.1,1.138,2026-01-11 06:00:00
4091,7,51.35,24.1,1.172,2026-01-11 12:00:00
4092,7,54.2,23.6,1.066,2026-01-11 18:00:00
4093,10,43.51,19.3,1.139,2026-01-11 00:00:00
4094,10,43.35,19.7,1.0,2026-01-11 06:00:00
4095,10,42.5,23.5,1.008,2026-01-11 12:00:00
4096,10,44.85,22.9,1.133,2026-01-11 18:00:00
4097,13,16.0,19.5,0.809,2026-01-11 00:00:00
4098,13,14.89,19.2,0.932,2026-01-11 06:00:00
4099,13,11.82,22.9,0.84,2026-01-11 12:00:00
4100,13,13.55,21.8,0.843,2026-01-11 18:00:00
4101,17,57.74,20.7,1.115,2026-01-11 00:00:00
4102,17,54.64,21.1,1.057,2026-01-11 06:00:00
4103,17,55.79,25.2,1.243,2026-01-11 12:00:00
4104,17,56.38,23.2,1.115,2026-01-11 18:00:00
4105,20,49.64,19.3,1.172,2026-01-11 00:00:00
4106,20,50.23,20.3,1.166,2026-01-11 06:00:00
4107,20,47.53,23.8,1.066,2026-01-11 12:00:00
4108,20,48.81,23.4,1.031,2026-01-11 18:00:00
4109,23,41.41,19.3,1.15,2026-01-11 00:00:00
4110,23,40.0,19.8,1.069,2026-01-11 06:00:00
4111,23,38.22,23.2,1.141,2026-01-11 12:00:00
4112,23,40.56,22.2,1.051,2026-01-11 18:00:00
4113,25,20.13,20.0,0.89,2026-01-11 00:00:00
4114,25,18.7,22.3,0.895,2026-01-11 06:00:00
4115,25,17.19,24.4,0.831,2026-01-11 12:00:00
4116,25,18.64,24.4,0.915,2026-01-11 18:00:00
4117,29,58.81,19.2,1.252,2026-01-11 00:00:00
4118,29,56.12,20.2,1.164,2026-01-11 06:00:00
4119,29,54.83,24.3,1.14,2026-01-11 12:00:00
4120,29,56.39,23.4,1.183,2026-01-11 18:00:00
4121,1,40.28,20.0,1.11,2026-01-12 00:00:00
4122,1,38.34,19.6,1.046,2026-01-12 06:00:00
4123,1,35.43,23.0,0.914,2026-01-12 12:00:00
4124,1,39.06,21.6,1.065,2026-01-12 18:00:00
4125,5,53.08,19.1,1.095,2026-01-12 00:00:00
4126,5,49.44,20.0,1.098,2026-01-12 06:00:00
4127,5,47.26,23.9,1.105,2026-01-12 12:00:00
4128,5,50.42,21.4,1.169,2026-01-12 18:00:00
4129,7,56.6,20.1,1.153,2026-01-12 00:00:00
4130,7,53.25,20.8,1.133,2026-01-12 06:00:00
4131,7,51.91,23.7,1.139,2026-01-12 12:00:00
4132,7,54.79,22.4,1.212,2026-01-12 18:00:00
4133,10,43.74,19.7,1.099,2026-01-12 00:00:00
4134,10,43.3,21.1,1.003,2026-01-12 06:00:00
4135,10,41.45,24.3,1.079,2026-01-12 12:00:00
4136,10,42.63,23.9,1.068,2026-01-12 18:00:00
4137,13,14.39,19.8,0.869,2026-01-12 00:00:00
4138,13,13.67,19.1,0.859,2026-01-12 06:00:00
4139,13,11.31,23.9,0.842,2026-01-12 12:00:00
4140,13,12.89,22.3,0.865,2026-01-12 18:00:00
4141,17,56.86,18.8,1.128,2026-01-12 00:00:00
4142,17,55.63,19.7,1.147,2026-01-12 06:00:00
4143,17,52.76,25.0,1.141,2026-01-12 12:00:00
4144,17,54.45,22.8,1.179,2026-01-12 18:00:00
4145,20,50.34,19.0,1.141,2026-01-12 00:00:00
4146,20,50.62,20.2,1.144,2026-01-12 06:00:00
4147,20,47.55,24.1,1.044,2026-01-12 12:00:00
4148,20,49.71,21.9,1.037,2026-01-12 18:00:00
4149,23,41.63,18.8,1.055,2026-01-12 00:00:00
4150,23,39.24,21.0,1.059,2026-01-12 06:00:00
4151,23,39.26,24.3,1.021,2026-01-12 12:00:00
4152,23,42.02,22.9,1.117,2026-01-12 18:00:00
4153,25,20.44,20.1,0.878,2026-01-12 00:00:00
4154,25,18.23,20.9,0.84,2026-01-12 06:00:00
4155,25,16.93,25.0,0.903,2026-01-12 12:00:00
4156,25,19.78,23.4,0.96,2026-01-12 18:00:00
4157,29,57.55,19.6,1.2,2026-01-12 00:00:00
4158,29,53.26,20.0,1.161,2026-01-12 06:00:00
4159,29,54.02,22.6,1.161,2026-01-12 12:00:00
4160,29,55.71,22.2,1.067,2026-01-12 18:00:00
4161,1,38.68,16.8,0.967,2026-01-13 00:00:00
4162,1,37.95,16.5,1.0,2026-01-13 06:00:00
4163,1,37.93,21.1,0.968,2026-01-13 12:00:00
4164,1,40.03,20.1,1.045,2026-01-13 18:00:00
4165,5,52.96,18.4,1.144,2026-01-13 00:00:00
4166,5,50.41,19.3,1.062,2026-01-13 06:00:00
4167,5,47.24,23.3,1.008,2026-01-13 12:00:00
4168,5,51.54,21.4,1.126,2026-01-13 18:00:00
4169,7,57.6,16.8,1.149,2026-01-13 00:00:00
4170,7,53.99,17.9,1.157,2026-01-13 06:00:00
4171,7,52.56,21.5,1.101,2026-01-13 12:00:00
4172,7,55.75,20.2,1.179,2026-01-13 18:00:00
4173,10,46.47,16.8,1.102,2026-01-13 00:00:00
4174,10,42.57,17.5,1.022,2026-01-13 06:00:00
4175,10,39.35,22.2,0.925,2026-01-13 12:00:00
4176,10,43.3,19.4,1.016,2026-01-13 18:00:00
4177,13,14.49,17.8,0.896,2026-01-13 00:00:00
4178,13,15.12,17.9,0.889,2026-01-13 06:00:00
4179,13,11.35,22.8,0.886,2026-01-13 12:00:00
4180,13,14.58,21.0,0.841,2026-01-13 18:00:00
4181,17,57.45,18.5,1.164,2026-01-13 00:00:00
4182,17,55.44,18.7,1.131,2026-01-13 06:00:00
4183,17,53.2,23.1,1.134,2026-01-13 12:00:00
4184,17,56.19,20.9,1.286,2026-01-13 18:00:00
4185,20,51.64,15.9,1.083,2026-01-13 00:00:00
4186,20,50.06,16.9,1.116,2026-01-13 06:00:00
4187,20,48.84,21.0,1.137,2026-01-13 12:00:00
4188,20,51.31,19.3,1.1,2026-01-13 18:00:00
4189,23,44.41,16.7,1.008,2026-01-13 00:00:00
4190,23,43.78,17.2,1.008,2026-01-13 06:00:00
4191,23,40.29,22.1,1.022,2026-01-13 12:00:00
4192,23,42.88,19.3,1.05,2026-01-13 18:00:00
4193,25,18.54,16.2,0.884,2026-01-13 00:00:00
4194,25,17.97,18.1,0.9,2026-01-13 06:00:00
4195,25,15.86,21.8,0.939,2026-01-13 12:00:00
4196,25,18.89,20.4,0.938,2026-01-13 18:00:00
4197,29,56.9,15.3,1.123,2026-01-13 00:00:00
4198,29,56.15,16.4,1.189,2026-01-13 06:00:00
4199,29,54.2,20.3,1.077,2026-01-13 12:00:00
4200,29,57.12,18.7,1.093,2026-01-13 18:00:00
4201,1,38.47,15.2,1.054,2026-01-14 00:00:00
4202,1,37.52,16.9,1.026,2026-01-14 06:00:00
4203,1,36.34,20.8,1.108,2026-01-14 12:00:00
4204,1,39.19,18.2,1.042,2026-01-14 18:00:00
4205,5,50.59,15.5,1.102,2026-01-14 00:00:00
4206,5,49.77,15.9,1.147,2026-01-14 06:00:00
4207,5,48.05,19.3,1.105,2026-01-14 12:00:00
4208,5,49.61,17.7,1.029,2026-01-14 18:00:00
4209,7,58.03,15.5,1.171,2026-01-14 00:00:00
4210,7,54.64,16.1,1.183,2026-01-14 06:00:00
4211,7,53.72,20.0,1.107,2026-01-14 12:00:00
4212,7,55.06,17.3,1.157,2026-01-14 18:00:00
4213,10,45.56,15.3,1.108,2026-01-14 00:00:00
4214,10,42.52,15.6,1.011,2026-01-14 06:00:00
4215,10,40.61,19.3,0.995,2026-01-14 12:00:00
4216,10,43.27,17.1,1.093,2026-01-14 18:00:00
4217,13,12.78,15.7,0.953,2026-01-14 00:00:00
4218,13,12.74,16.4,0.861,2026-01-14 06:00:00
4219,13,11.31,20.4,0.808,2026-01-14 12:00:00
4220,13,12.82,18.4,0.892,2026-01-14 18:00:00
4221,17,56.67,15.3,1.115,2026-01-14 00:00:00
4222,17,54.4,17.1,1.112,2026-01-14 06:00:00
4223,17,52.99,21.0,1.087,2026-01-14 12:00:00
4224,17,55.2,19.0,1.114,2026-01-14 18:00:00
4225,20,51.31,14.0,1.062,2026-01-14 00:00:00
4226,20,47.68,15.1,1.224,2026-01-14 06:00:00
4227,20,49.09,18.3,1.069,2026-01-14 12:00:00
4228,20,50.16,18.0,1.212,2026-01-14 18:00:00
4229,23,40.72,15.8,1.047,2026-01-14 00:00:00
4230,23,39.62,15.7,1.014,2026-01-14 06:00:00
4231,23,36.29,20.6,0.978,2026-01-14 12:00:00
4232,23,38.48,17.8,1.053,2026-01-14 18:00:00
4233,25,18.28,14.4,0.931,2026-01-14 00:00:00
4234,25,17.08,16.3,0.783,2026-01-14 06:00:00
4235,25,16.09,18.7,0.872,2026-01-14 12:00:00
4236,25,18.8,16.9,0.908,2026-01-14 18:00:00
4237,29,55.78,14.8,1.14,2026-01-14 00:00:00
4238,29,54.25,16.4,1.23,2026-01-14 06:00:00
4239,29,53.33,20.9,1.137,2026-01-14 12:00:00
4240,29,56.19,18.0,1.119,2026-01-14 18:00:00
4241,1,41.46,15.9,1.029,2026-01-15 00:00:00
4242,1,38.75,16.9,1.03,2026-01-15 06:00:00
4243,1,38.16,21.4,1.039,2026-01-15 12:00:00
4244,1,38.98,18.7,1.025,2026-01-15 18:00:00
4245,5,50.04,16.2,1.041,2026-01-15 00:00:00
4246,5,48.33,16.4,1.173,2026-01-15 06:00:00
4247,5,47.01,19.1,1.143,2026-01-15 12:00:00
4248,5,49.46,17.9,1.081,2026-01-15 18:00:00
4249,7,56.33,16.5,1.061,2026-01-15 00:00:00
4250,7,55.5,18.0,1.147,2026-01-15 06:00:00
4251,7,53.13,21.0,1.068,2026-01-15 12:00:00
4252,7,55.32,20.4,1.212,2026-01-15 18:00:00
4253,10,43.7,17.0,0.995,2026-01-15 00:00:00
4254,10,42.92,18.8,1.099,2026-01-15 06:00:00
4255,10,40.28,21.4,1.0,2026-01-15 12:00:00
4256,10,43.47,20.5,1.093,2026-01-15 18:00:00
4257,13,13.91,17.6,0.949,2026-01-15 00:00:00
4258,13,13.38,19.0,0.894,2026-01-15 06:00:00
4259,13,11.57,23.1,0.796,2026-01-15 12:00:00
4260,13,13.27,21.1,0.935,2026-01-15 18:00:00
4261,17,57.89,16.9,1.071,2026-01-15 00:00:00
4262,17,55.93,17.9,1.225,2026-01-15 06:00:00
4263,17,53.74,21.7,1.104,2026-01-15 12:00:00
4264,17,57.27,20.3,1.123,2026-01-15 18:00:00
4265,20,50.94,15.1,1.099,2026-01-15 00:00:00
4266,20,49.1,17.1,1.059,2026-01-15 06:00:00
4267,20,47.14,20.0,1.082,2026-01-15 12:00:00
4268,20,49.63,19.2,1.064,2026-01-15 18:00:00
4269,23,42.71,17.9,1.066,2026-01-15 00:00:00
4270,23,40.95,18.4,0.985,2026-01-15 06:00:00
4271,23,38.56,21.9,1.061,2026-01-15 12:00:00
4272,23,40.71,19.9,1.077,2026-01-15 18:00:00
4273,25,18.91,15.8,0.843,2026-01-15 00:00:00
4274,25,17.62,16.7,0.874,2026-01-15 06:00:00
4275,25,14.37,19.9,0.821,2026-01-15 12:00:00
4276,25,18.84,19.3,0.936,2026-01-15 18:00:00
4277,29,57.28,15.7,1.221,2026-01-15 00:00:00
4278,29,54.81,16.8,1.117,2026-01-15 06:00:00
4279,29,52.99,21.4,1.161,2026-01-15 12:00:00
4280,29,56.28,19.9,1.21,2026-01-15 18:00:00
4281,1,40.58,23.8,1.112,2026-01-16 00:00:00
4282,1,39.41,25.3,1.033,2026-01-16 06:00:00
4283,1,37.91,28.1,1.005,2026-01-16 12:00:00
4284,1,37.55,26.7,1.072,2026-01-16 18:00:00
4285,5,52.52,24.4,1.125,2026-01-16 00:00:00
4286,5,51.13,24.8,1.052,2026-01-16 06:00:00
4287,5,48.95,28.8,1.163,2026-01-16 12:00:00
4288,5,50.87,27.8,1.08,2026-01-16 18:00:00
4289,7,56.65,24.2,1.106,2026-01-16 00:00:00
4290,7,54.29,24.7,1.165,2026-01-16 06:00:00
4291,7,52.16,29.4,1.048,2026-01-16 12:00:00
4292,7,55.06,27.3,1.179,2026-01-16 18:00:00
4293,10,44.09,24.7,1.021,2026-01-16 00:00:00
4294,10,41.45,26.1,1.04,2026-01-16 06:00:00
4295,10,41.44,28.9,1.076,2026-01-16 12:00:00
4296,10,45.21,27.0,1.032,2026-01-16 18:00:00
4297,13,11.62,23.5,0.852,2026-01-16 00:00:00
4298,13,13.35,24.7,0.859,2026-01-16 06:00:00
4299,13,11.5,28.7,0.944,2026-01-16 12:00:00
4300,13,13.35,26.2,0.892,2026-01-16 18:00:00
4301,17,55.44,24.8,1.148,2026-01-16 00:00:00
4302,17,53.73,24.1,1.117,2026-01-16 06:00:00
4303,17,52.67,28.3,1.113,2026-01-16 12:00:00
4304,17,54.92,26.9,1.165,2026-01-16 18:00:00
4305,20,50.59,25.0,1.087,2026-01-16 00:00:00
4306,20,48.51,25.1,1.016,2026-01-16 06:00:00
4307,20,45.65,28.5,1.041,2026-01-16 12:00:00
4308,20,49.51,26.9,1.098,2026-01-16 18:00:00
4309,23,41.56,25.2,1.075,2026-01-16 00:00:00
4310,23,42.54,25.2,1.131,2026-01-16 06:00:00
4311,23,38.24,28.8,1.166,2026-01-16 12:00:00
4312,23,40.65,28.3,1.042,2026-01-16 18:00:00
4313,25,17.69,22.2,0.924,2026-01-16 00:00:00
4314,25,15.19,24.2,0.822,2026-01-16 06:00:00
4315,25,15.4,26.6,0.878,2026-01-16 12:00:00
4316,25,17.37,26.4,0.842,2026-01-16 18:00:00
4317,29,54.46,23.2,1.099,2026-01-16 00:00:00
4318,29,53.29,23.3,1.082,2026-01-16 06:00:00
4319,29,51.18,27.4,1.185,2026-01-16 12:00:00
4320,29,53.2,25.6,1.111,2026-01-16 18:00:00
4321,1,39.72,10.9,1.008,2026-01-17 00:00:00
4322,1,39.06,11.3,1.042,2026-01-17 06:00:00
4323,1,35.97,15.8,0.982,2026-01-17 12:00:00
4324,1,38.6,14.2,0.98,2026-01-17 18:00:00
4325,5,51.78,11.0,1.135,2026-01-17 00:00:00
4326,5,50.61,12.7,1.114,2026-01-17 06:00:00
4327,5,49.43,16.4,1.113,2026-01-17 12:00:00
4328,5,52.81,14.7,1.091,2026-01-17 18:00:00
4329,7,55.36,12.6,1.155,2026-01-17 00:00:00
4330,7,55.1,13.6,1.157,2026-01-17 06:00:00
4331,7,50.82,16.5,1.109,2026-01-17 12:00:00
4332,7,54.7,15.4,1.137,2026-01-17 18:00:00
4333,10,43.11,12.0,1.056,2026-01-17 00:00:00
4334,10,44.05,12.5,1.082,2026-01-17 06:00:00
4335,10,41.69,16.2,1.034,2026-01-17 12:00:00
4336,10,44.57,13.7,1.067,2026-01-17 18:00:00
4337,13,13.96,11.5,0.971,2026-01-17 00:00:00
4338,13,11.68,12.0,0.81,2026-01-17 06:00:00
4339,13,10.0,16.4,0.958,2026-01-17 12:00:00
4340,13,11.41,14.8,0.815,2026-01-17 18:00:00
4341,17,57.19,10.8,1.169,2026-01-17 00:00:00
4342,17,54.44,12.7,1.223,2026-01-17 06:00:00
4343,17,53.41,16.6,1.101,2026-01-17 12:00:00
4344,17,56.19,14.6,1.114,2026-01-17 18:00:00
4345,20,49.49,9.7,1.144,2026-01-17 00:00:00
4346,20,47.52,11.0,1.1,2026-01-17 06:00:00
4347,20,45.29,14.7,1.142,2026-01-17 12:00:00
4348,20,48.99,13.3,1.105,2026-01-17 18:00:00
4349,23,43.69,11.4,1.117,2026-01-17 00:00:00
4350,23,42.07,12.1,1.069,2026-01-17 06:00:00
4351,23,38.28,14.7,0.999,2026-01-17 12:00:00
4352,23,42.14,13.3,1.09,2026-01-17 18:00:00
4353,25,15.88,11.1,0.898,2026-01-17 00:00:00
4354,25,16.68,11.4,0.911,2026-01-17 06:00:00
4355,25,13.65,15.3,0.918,2026-01-17 12:00:00
4356,25,18.6,14.2,0.871,2026-01-17 18:00:00
4357,29,56.98,11.5,1.219,2026-01-17 00:00:00
4358,29,57.24,11.4,1.143,2026-01-17 06:00:00
4359,29,55.24,17.3,1.167,2026-01-17 12:00:00
4360,29,56.26,13.9,1.248,2026-01-17 18:00:00
4361,1,38.56,14.0,1.059,2026-01-18 00:00:00
4362,1,36.82,15.1,1.03,2026-01-18 06:00:00
4363,1,36.5,18.3,1.04,2026-01-18 12:00:00
4364,1,38.96,17.0,1.046,2026-01-18 18:00:00
4365,5,51.19,15.0,1.134,2026-01-18 00:00:00
4366,5,49.33,15.6,1.116,2026-01-18 06:00:00
4367,5,46.18,18.1,1.169,2026-01-18 12:00:00
4368,5,48.96,17.3,1.044,2026-01-18 18:00:00
4369,7,55.93,15.0,1.181,2026-01-18 00:00:00
4370,7,54.55,16.1,1.16,2026-01-18 06:00:00
4371,7,52.59,19.2,1.092,2026-01-18 12:00:00
